actoterrorista,adultomayor,afrodescendiente,amenaza,apoyo,articulacioninterinstitucional,atencionpsicologica,cabezadefamilia,curso_de_vida,declaracion,delitoscontralibertadein,departamento_procedencia,desplazamiento,despojoyabandonodebienes,discapacidad,edad,gestante,grupo_etario,homicidio,indigena,lgtbi,mes,mestizo,migrantesvenezolanos,minasantipersonal,municipio_procedencia,nucleo_numero,orden,orientacion,personas_nucleo,reclutamientoforzado,rrom,secuestro,sexo,tortura,vigencia,vinculaciondennagrujposarmados,auxilio_econ_mico_mes,hecho_victimizante,monto_asignado,n_cleo_familiar,personas,_merge
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,05 MAYO,NO,NO,NO,EL CARMEN,NO,341,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ATLANTICO,SI,NO,NO,26,NO,18 a 28,SI,NO,NO,05 MAYO,NO,NO,NO,BARRANQUILLA,SI,342,SI,5,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,ATLANTICO,NO,NO,NO,10,NO,7  a 11,NO,NO,NO,05 MAYO,NO,NO,NO,BARRANQUILLA,NO,343,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ATLANTICO,NO,NO,NO,5,NO,0 a 6,NO,NO,NO,05 MAYO,NO,NO,NO,BARRANQUILLA,NO,344,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,ATLANTICO,NO,NO,NO,55,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,BARRANQUILLA,NO,345,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,40,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,TAME,SI,346,SI,3,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,ARAUCA,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,05 MAYO,NO,NO,NO,TAME,NO,347,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,ARAUCA,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,05 MAYO,NO,NO,NO,TAME,NO,348,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,898875.0,TIPO C,8,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,CIMITARRA,SI,349,SI,1,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,33,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,BARRANCABERMEJA,SI,350,NO,5,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,898875.0,TIPO C,SIN INFORMACION,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,SI,NO,NO,37,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,SAN PABLO,SI,351,NO,4,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,24,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,SAN PABLO,NO,352,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,4,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,SAN PABLO,NO,353,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,898875.0,TIPO C,7,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,1,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,SAN PABLO,NO,354,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,SIN INFORMACION,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,SI,355,NO,5,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,39,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,356,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,7,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,357,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,898875.0,TIPO C,7,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,14,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,358,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,17,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,359,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,SIN INFORMACION,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,CORDOBA,SI,NO,NO,49,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,SI,360,SI,5,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,CORDOBA,NO,NO,NO,21,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,361,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,CORDOBA,NO,NO,NO,18,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,362,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,423000.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,CORDOBA,NO,NO,NO,17,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,363,NO,0,NO,NO,NO,Femenino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,687375.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,CORDOBA,NO,NO,NO,17,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,364,NO,0,NO,NO,NO,Masculino,NO,2017,NO,12 DICIEMBRE,DESPLAZAMIENTO,898875.0,TIPO C,5,both
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,PERSONERIA,NO,BOLIVAR,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,TIQUISIO,SI,365,SI,3,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,BOLIVAR,NO,NO,NO,32,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,TIQUISIO,NO,366,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,BOLIVAR,NO,NO,NO,3,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,TIQUISIO,NO,367,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,SI,NO,NO,NO,SI,Jovenes,PERSONERIA,NO,CORDOBA,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,SI,368,NO,5,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,CORDOBA,NO,NO,NO,25,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,369,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,CORDOBA,NO,NO,NO,6,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,370,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,CORDOBA,NO,NO,NO,3,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,371,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,CORDOBA,NO,NO,NO,1,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,AYAPEL,NO,372,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,59,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,SIMACOTA,SI,373,NO,1,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,SI,NO,NO,35,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,CANTALLAGO,SI,374,NO,5,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,CANTALLAGO,NO,375,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,CANTALLAGO,NO,376,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,CANTALLAGO,NO,377,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,CANTALLAGO,NO,378,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,19,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,SI,379,NO,3,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,21,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,380,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,2,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,381,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,935639.0,TIPO C,10,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,SI,382,NO,4,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,11,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,383,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,935639.0,TIPO C,9,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,5,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,384,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,935639.0,TIPO C,7,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,2,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,385,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,39,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,SI,386,NO,5,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,5,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,387,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO B,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,37,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,388,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,12,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,389,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,10,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,390,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,58,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,SI,391,NO,3,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,40,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,392,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,39,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,FLORIDABLANCA,NO,393,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,31,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,SI,394,NO,4,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,3,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,395,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,12,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,396,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,NO,NO,NO,4,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,BARRANCABERMEJA,NO,397,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,SI,NO,NO,NO,SI,Jovenes,PERSONERIA,NO,BOLIVAR,SI,NO,NO,28,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,NOROSI,SI,398,NO,1,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,BOLIVAR,SI,NO,NO,30,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,MARIA LA BAJA,SI,399,NO,1,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,VILLA DEL ROSARIO,SI,400,NO,4,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,2,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,28,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,VILLA DEL ROSARIO,NO,401,NO,0,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,935639.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,8,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,VILLA DEL ROSARIO,NO,402,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,10,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,VILLA DEL ROSARIO,NO,403,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,5,both
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,GUAJIRA,SI,NO,NO,46,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,DIBULLA,SI,404,NO,4,NO,NO,NO,Femenino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,GUAJIRA,NO,NO,NO,43,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,DIBULLA,NO,405,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,GUAJIRA,NO,NO,NO,19,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,DIBULLA,NO,406,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,GUAJIRA,NO,NO,NO,14,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,DIBULLA,NO,407,NO,0,NO,NO,NO,Masculino,NO,2017,NO,01 ENERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,SI,NO,NO,NO,NO,NO,SI,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,QUINDIO,NO,NO,NO,65,NO,60 y mas,NO,NO,NO,06 JUNIO,NO,NO,NO,ARMENIA,SI,408,NO,3,NO,NO,NO,Masculino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,935639.0,TIPO C,6,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,QUINDIO,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,ARMENIA,NO,409,NO,0,NO,NO,NO,Masculino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,SI,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,CAUCA,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,SI,NO,06 JUNIO,NO,NO,NO,PAEZ,SI,410,NO,2,NO,NO,NO,Masculino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,440301.0,TIPO A,1,both
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,CAUCA,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,06 JUNIO,NO,NO,NO,PAEZ,NO,411,NO,0,NO,NO,NO,Masculino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,SI,NO,NO,27,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,REMEDIOS,SI,412,SI,4,NO,NO,NO,Masculino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,NO,NO,NO,27,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,REMEDIOS,NO,413,NO,0,NO,NO,NO,Femenino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,715489.0,TIPO B,3,both
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ANTIOQUIA,NO,NO,NO,4,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,REMEDIOS,NO,414,NO,0,NO,NO,NO,Femenino,NO,2017,NO,02 FEBRERO,DESPLAZAMIENTO,715489.0,TIPO B,4,both
